Sentence,Sentiment,text_length,pred_label,confidence,pos_score,neg_score,neu_score,sentiment_score
"Cargotec Corporation , Press Release , August 26 , 2008 at 10 a.m. Finnish time Cargotec 's MacGREGOR business area providing marine cargo handling and offshore load handling solutions has received significant offshore crane retrofit order .",positive,37,positive,0.9438158869743347,0.9438158869743347,0.022008303552865982,0.0341758206486702,0.9218075834214687
"`` The change will optimize the operational efficiencies of our growing business , '' said Julia Prohaska , director of marketing communications for Fiskars .",positive,25,positive,0.8797692656517029,0.8797692656517029,0.008445256389677525,0.11178543418645859,0.8713240092620254
"Helsinki 19 May 2010 - Finnish company Lemminkainen Oyj ( HEL : LEM1S ) said today that it will construct an office building at Toolonlahti in downtown Helsinki , without disclosing financial details .",neutral,34,neutral,0.9335439205169678,0.0524119958281517,0.014044148847460747,0.9335439205169678,0.038367846980690956
`` The additional flight linking Mumbai with Helsinki was dictated by the strong traffic demand between Asia and Europe .,positive,20,negative,0.5802504420280457,0.24999701976776123,0.5802504420280457,0.16975253820419312,-0.3302534222602844
"The Whitehall Street Real Estate Funds invest in real estate and real estate related assets , principally through the acquisition of real estate companies , real property and mortgage loans .",neutral,31,neutral,0.9363346695899963,0.05233028158545494,0.011335091665387154,0.9363346695899963,0.04099518992006779
"HELSINKI ( Thomson Financial ) - M-real said it will exercise an option to buy a 50MW natural gas power plant and land in Kyroskoski , Finland , for around 13 mln eur from Kyro Oyj .",positive,37,neutral,0.8106359839439392,0.17992271482944489,0.009441254660487175,0.8106359839439392,0.1704814601689577
Incap Contract Manufacturing Services Private Limited has inked agreements with six new customers in India .,positive,16,positive,0.9445654153823853,0.9445654153823853,0.02076447196304798,0.03467009961605072,0.9238009434193373
Glencore fight back over debt fears lifts shares,positive,8,negative,0.8016589879989624,0.15315669775009155,0.8016589879989624,0.04518428072333336,-0.6485022902488708
$FB slight green... May be runner later,positive,7,neutral,0.667488157749176,0.23109260201454163,0.10141918808221817,0.667488157749176,0.12967341393232346
Teleste has some 30 offices worldwide and is listed on the Nordic Exchange in Helsinki .,neutral,16,neutral,0.9481322765350342,0.03673296421766281,0.015134775079786777,0.9481322765350342,0.021598189137876034
"Alma Media 's operating profit amounted to EUR 11.9 mn , down from EUR 15.0 mn a year earlier .",neutral,20,negative,0.9760698676109314,0.009360846132040024,0.9760698676109314,0.014569218270480633,-0.9667090214788914
"With this , the company will exit the contract manufacturing service segment .",neutral,13,neutral,0.7177719473838806,0.034187380224466324,0.24804061651229858,0.7177719473838806,-0.21385323628783226
Suomen Paikallissanomat Oy is part of Alma Media Group and it currently publishes 15 local newspapers across Finland .,neutral,19,neutral,0.9439314007759094,0.03618285059928894,0.01988578587770462,0.9439314007759094,0.01629706472158432
The company negotiated an amendment to the financial covenants of the present credit agreements in regard to the situation on 30 September 2010 .,neutral,24,positive,0.5372734069824219,0.5372734069824219,0.01519617810845375,0.4475303888320923,0.5220772288739681
"Paychex has more than 100 offices serving approximately 554,000 payroll clients nationwide as of May 31 , 2009 .",neutral,19,neutral,0.9320956468582153,0.05373743176460266,0.014166904613375664,0.9320956468582153,0.039570527151227
Net sales have been eaten by the weak US dollar .,negative,11,negative,0.9738976359367371,0.00766546418890357,0.9738976359367371,0.01843688264489174,-0.9662321717478335
"( ADPnews ) - Dec 30 , 2009 - Finnish investment group Neomarkka Oyj ( HEL : NEMBV ) said today that it will furlough employee in its unit Reka Cables Ltd for less than 90 days , starting in January 2010 .",neutral,43,neutral,0.6524676084518433,0.025761792436242104,0.32177063822746277,0.6524676084518433,-0.29600884579122066
Finnish forest machinery manufacturer Ponsse has issued a profit warning .,negative,11,negative,0.9663544297218323,0.008339784108102322,0.9663544297218323,0.025305766612291336,-0.95801464561373
Filmiteollisuus Fine Ab will be transferred to Talentum Oyj in the form of a subsidiary .,neutral,16,neutral,0.9553560614585876,0.027331598103046417,0.01731235720217228,0.9553560614585876,0.010019240900874138
Olli-Pekka Laine has been appointed as the Chairman and Erkki Pehu-Lehtonen as the Vice Chairman of the Board .,neutral,19,neutral,0.9495676755905151,0.026618238538503647,0.02381410449743271,0.9495676755905151,0.002804134041070938
Affecto has participated in the program for the development of the Norwegian pension system since 2007 .,neutral,17,neutral,0.8225507736206055,0.16950376331806183,0.007945413701236248,0.8225507736206055,0.16155834961682558
It estimates the operating profit to further improve from the third quarter .,positive,13,positive,0.9565441608428955,0.9565441608428955,0.020466096699237823,0.0229896679520607,0.9360780641436577
"Proha Plc ( Euronext :7327 ) announced today ( 19 May ) that its fully-owned subsidiary , Safran Software Solutions AS , has agreed to sell its 49 % share of Safran North America LLC to a SNA Holding AS , an investment group based in Norway .",neutral,48,neutral,0.9175606966018677,0.07044535130262375,0.011993947438895702,0.9175606966018677,0.058451403863728046
Tesco sales recover as focus returns to core business,positive,9,positive,0.884692907333374,0.884692907333374,0.09194725751876831,0.023359809070825577,0.7927456498146057
"However , the company saw its net profit for the third quarter down to EUR 1.4 million from EUR 1.5 million for the corresponding period of 2009 .",neutral,28,negative,0.9738117456436157,0.010964260436594486,0.9738117456436157,0.015224052593111992,-0.9628474852070212
The production is to be liquidated before June 2009 and 325 employees loose their jobs .,neutral,16,negative,0.9569942951202393,0.00824490562081337,0.9569942951202393,0.034760840237140656,-0.9487493894994259
Danske Bank is Denmark 's largest bank with 3.5 million customers .,neutral,12,neutral,0.8950616121292114,0.09380001574754715,0.011138338595628738,0.8950616121292114,0.08266167715191841
"Protalix closed at $ 10.71 on Friday on the American Stock Exchange , giving a market cap of $ 827 million .",neutral,22,neutral,0.8360201120376587,0.1477426141500473,0.016237283125519753,0.8360201120376587,0.13150533102452755
Net sales decreased to EUR 91.6 mn from EUR 109mn in the corresponding period in 2005 .,negative,17,negative,0.9750221371650696,0.00925801508128643,0.9750221371650696,0.01571991853415966,-0.9657641220837831
"The most interesting export markets will be Russia , the Baltic countries and Scandinavia .",neutral,15,neutral,0.8281967043876648,0.16341668367385864,0.008386635221540928,0.8281967043876648,0.15503004845231771
The actions are expected to deliver annual cost savings of some EUR15-20m .,positive,13,positive,0.9496346116065979,0.9496346116065979,0.014058170840144157,0.036307189613580704,0.9355764407664537
"Nordea Bank AB publ holds 6.000 Alma Media shares , representing 0.008 % of share capital and voting rights .",neutral,20,neutral,0.9504783153533936,0.028731845319271088,0.02078978717327118,0.9504783153533936,0.007942058145999908
Eli Lilly & Co. (LLY) Has Broken Out To A New High On AstraZeneca Collaboration,positive,15,positive,0.9373927712440491,0.9373927712440491,0.029892228543758392,0.03271500766277313,0.9075005427002907
"The chilled meat products category led the meat , fish and poultry market in Finland , accounting for a share of 31.4 % .",neutral,24,neutral,0.6493818163871765,0.33508676290512085,0.015531430020928383,0.6493818163871765,0.31955533288419247
"- The Group -¦ s cumulative sales during the review period were EUR 48.2 million EUR 53.1 million , 1-9/2007 and profit before taxes was EUR 1.2 1.4 million .",neutral,30,neutral,0.9287412166595459,0.023922136053442955,0.04733659327030182,0.9287412166595459,-0.023414457216858864
Aldata to Share Space Optimization Vision at Apollo User Group and 2009 Category Management Association Conferences ; Company Will Unveil New Solution that Combines Business Intelligence with Space Planning Data at Conferences,neutral,32,positive,0.7230042815208435,0.7230042815208435,0.008034578524529934,0.2689611315727234,0.7149697029963136
Net sales of the Lehdentekijat unit was approximately EUR 14 million in 2007 and it had 70 employees .,neutral,19,neutral,0.9421559572219849,0.036546990275382996,0.021297037601470947,0.9421559572219849,0.015249952673912048
$LSCC Accumulation chart continues to make new highs showing accumulation continuing to take place http://stks.co/aDpO,positive,15,positive,0.7561467885971069,0.7561467885971069,0.02670995146036148,0.217143252491951,0.7294368371367455
"The business area has operations in Finland , Sweden , Denmark , Estonia , Latvia and Lithuania .",neutral,18,neutral,0.9480161070823669,0.03202662244439125,0.019957227632403374,0.9480161070823669,0.012069394811987877
Sports equipment sales also progressed well owing to the prolonged winter season .,positive,13,positive,0.954476535320282,0.954476535320282,0.021803684532642365,0.023719800636172295,0.9326728507876396
"Also , Westpac is to issue a benchmark , 18 month FRN deal in Euros .",neutral,16,neutral,0.8477475643157959,0.14361363649368286,0.008638745173811913,0.8477475643157959,0.13497489131987095
"It is the last smartphone running Maemo 5 , which is to be replaced with MeeGo , a joint project between Nokia , Intel and the open source community .",neutral,30,neutral,0.927555501461029,0.04217110201716423,0.030273335054516792,0.927555501461029,0.011897766962647438
pretty steady accumulation off support today.  Purdy. $AGU,positive,8,positive,0.5278231501579285,0.5278231501579285,0.16575779020786285,0.3064189851284027,0.3620653599500656
`` Serving customers locally is one of the cornerstones of customer focus for us .,neutral,15,neutral,0.7342098951339722,0.25824350118637085,0.007546615321189165,0.7342098951339722,0.2506968858651817
"`` We cut our frequency to New York last year , which explains the fall , '' he said .",negative,20,negative,0.9393964409828186,0.03338684141635895,0.9393964409828186,0.027216820046305656,-0.9060095995664597
"$HSC Receives 7-Year, $50M Contract at New Saudi Arabian Steel Mill",positive,11,positive,0.9240403175354004,0.9240403175354004,0.019436996430158615,0.0565226748585701,0.9046033211052418
Operating result including non-recurring items rose to EUR 146mn from a loss of EUR 267mn in 2009 .,positive,18,positive,0.9578128457069397,0.9578128457069397,0.021670691668987274,0.020516471937298775,0.9361421540379524
"Both operating profit and net sales for the three-month period increased , respectively from EUR15 .1 m and EUR131 .5 m , as compared to the corresponding period in 2005 .",positive,31,positive,0.9585912227630615,0.9585912227630615,0.02187950536608696,0.019529232755303383,0.9367117173969746
Around 250 of these reductions will be implemented through pension arrangements .,neutral,12,neutral,0.8536845445632935,0.07664041966199875,0.06967505812644958,0.8536845445632935,0.006965361535549164
Sainsbury's says to outperform rivals in tough market,positive,8,positive,0.9404899477958679,0.9404899477958679,0.012643875554203987,0.04686611145734787,0.9278460722416639
Finnish Outokumpu Technology has been awarded several new grinding technology contracts .,positive,12,positive,0.9500421285629272,0.9500421285629272,0.013916999101638794,0.036040887236595154,0.9361251294612885
Starbucks' Digital Strategy To Drive Significant Growth With Customer Loyalty $SBUX https://t.co/Xk6lZ3UI3K,positive,12,positive,0.8670263290405273,0.8670263290405273,0.007483120542019606,0.12549056112766266,0.8595432084985077
Margin call of Zanadvorov has given the chance to make such purchase under the credit of Deutsche Bank for USD 560 million .,neutral,23,positive,0.5735876560211182,0.5735876560211182,0.008408223278820515,0.4180041551589966,0.5651794327422976
The soapstone deposits in the Medvezhyegorsk area are expected to increase Tulikivi 's current reserves considerably .,positive,17,positive,0.9523037075996399,0.9523037075996399,0.015653183683753014,0.03204311057925224,0.9366505239158869
"He answers questions on how many visitors Conversations gets , how big the team is and what the problems are when setting up social media channels .",neutral,27,neutral,0.9043688774108887,0.026191191747784615,0.06943996250629425,0.9043688774108887,-0.043248770758509636
Hargreaves Lansdown share price falls as costs mount - although pensions ...,negative,12,negative,0.9662721753120422,0.013757307082414627,0.9662721753120422,0.019970444962382317,-0.9525148682296276
"PRESS: Serco Set To Appoint Roy Gardner, Ex-Centrica, As Chairman - FT",positive,12,neutral,0.9396911859512329,0.030121374875307083,0.03018750436604023,0.9396911859512329,-6.612949073314667e-05
InterContinental Hotels Denies Reports of Starwood Merger Talks,neutral,8,neutral,0.8144229650497437,0.028846416622400284,0.15673063695430756,0.8144229650497437,-0.12788422033190727
Commencing the construction works of Pearl Plaza is a significant step in our Russian projects .,positive,16,positive,0.6596407294273376,0.6596407294273376,0.009172122925519943,0.3311871886253357,0.6504686065018177
"With this acquisition the wireless modem unit and its approximately 1,100 employees were transferred to Renesas Electronics Corporation .",neutral,19,neutral,0.9474151730537415,0.031520914286375046,0.02106389030814171,0.9474151730537415,0.010457023978233337
`` The announced investment of the carmaker Hyundai for example sounds optimistically for us as of course new cars mean new tires . '',positive,24,positive,0.8936669826507568,0.8936669826507568,0.010922824032604694,0.09541010856628418,0.8827441586181521
"According to ACNielsen 's ScanTrack study for the period week 10 of 2005 to week 9 of 2006 , Coca-Cola is the market leader in soft drinks in Finland .",positive,30,positive,0.9090043902397156,0.9090043902397156,0.01028483361005783,0.08071081340312958,0.8987195566296577
$YMI http://stks.co/Xyf Long setup. Closed above the 20MA. MACD cross. November catalyst.,positive,12,neutral,0.7872482538223267,0.14728328585624695,0.06546842306852341,0.7872482538223267,0.08181486278772354
"UPDATE 3-BP settles oil spill-related claims with Halliburton, Transocean",negative,9,neutral,0.6103748679161072,0.07503292709589005,0.3145921528339386,0.6103748679161072,-0.23955922573804855
"The contracts awarded to date , in connection with the system , amount to a total EUR 36 million .",neutral,20,neutral,0.7810487151145935,0.20754605531692505,0.011405187658965588,0.7810487151145935,0.19614086765795946
"Because expenditures must be justified to pass budget approval hurdles , we believe our RoP model can help make it easier for IT and IT security practitioners to make the business case for acquiring enabling security technologies and related control activities .",neutral,42,positive,0.873447597026825,0.873447597026825,0.007083897944539785,0.11946847289800644,0.8663636990822852
The Coca-Cola Company and Coca-Cola FEMSA to Acquire AdeS Soy-Based Beverage Business From Unilever,positive,14,neutral,0.87110435962677,0.1204964816570282,0.008399168029427528,0.87110435962677,0.11209731362760067
"We are honored to be acknowledged for our commitment to the industry , especially in Asia Pacific . ''",positive,19,positive,0.9003442525863647,0.9003442525863647,0.012105602771043777,0.08755016326904297,0.888238649815321
"An  of the invention , released by the Patent Office , said : `` The chambers are pressurized .",neutral,19,neutral,0.9365755915641785,0.040615618228912354,0.022808728739619255,0.9365755915641785,0.0178068894892931
"In the Baltic countries , sales fell by 42.6 % .",neutral,11,negative,0.9755206108093262,0.00659834174439311,0.9755206108093262,0.0178809966892004,-0.9689222690649331
"However , sales volumes in the food industry are expected to remain at relatively good levels in Finland and in Scandinavia , Atria said .",positive,25,positive,0.9568198323249817,0.9568198323249817,0.01864999160170555,0.02453015185892582,0.9381698407232761
"The mill 's raw material need will increase by 100,000 m3 of wood .",neutral,14,positive,0.9204971194267273,0.9204971194267273,0.011120402254164219,0.06838247179985046,0.9093767171725631
"Outotec , headquartered in Espoo , Finland , is a leading provider of process solutions , technologies and services for the mining and metallurgical industries .",neutral,26,neutral,0.8068506717681885,0.18545874953269958,0.007690561935305595,0.8068506717681885,0.177768187597394
"The one dark spot on the horizon , however , was the company 's performance in the Finnish bottled water market .",neutral,22,negative,0.967937171459198,0.010167545638978481,0.967937171459198,0.021895263344049454,-0.9577696258202195
Current holdings via options - Long: $AAPL $V $GS $AET & Short: $VXX,positive,13,neutral,0.938622772693634,0.04748305678367615,0.013894135132431984,0.938622772693634,0.033588921651244164
"The process , technology , project management , basic engineering and quality assurance within Forest Industry will be consolidated in Vantaa , southern Finland .",neutral,25,neutral,0.9526888132095337,0.03195102512836456,0.015360184945166111,0.9526888132095337,0.016590840183198452
$PCLN runs into the 50sma on the acquisition news,positive,9,negative,0.5957651734352112,0.1026107668876648,0.5957651734352112,0.3016240894794464,-0.4931544065475464
"Vaahto Pulp & Paper , of Finnish Vaahto Group , has been awarded an order to renovate Finnish-Swedish forest industry company Stora Enso 's paperboard machine at the Ingerois Board Mill in Finland .",positive,34,positive,0.9425139427185059,0.9425139427185059,0.01451441366225481,0.042971596121788025,0.927999529056251
Nokia was up 0.12 pct to 16.70 eur after kicking off the morning in negative territory .,positive,17,positive,0.9460886120796204,0.9460886120796204,0.03138319030404091,0.02252824231982231,0.9147054217755795
$TZA is a rocket ship!!!,positive,5,neutral,0.9001590013504028,0.03955620154738426,0.06028478220105171,0.9001590013504028,-0.02072858065366745
"Finnish IT solutions provider Affecto Oyj said today that it has won a frame contract , valued at some EUR2m , to implement the next phase of its insurance application for South African Mutual & Federal Insurance Company Limited M&F .",positive,41,positive,0.9452018737792969,0.9452018737792969,0.01871388964354992,0.03608423471450806,0.926487984135747
Industry Investment is very interested in Glaston 's solar energy projects .,positive,12,neutral,0.7704800963401794,0.22227434813976288,0.007245552260428667,0.7704800963401794,0.2150287958793342
The winner does not have to be present to win .,neutral,11,neutral,0.9402327537536621,0.03170746937394142,0.028059735894203186,0.9402327537536621,0.0036477334797382355
Scanfil will execute the temporary lay-offs by mid-October 2009 and the job cuts by March 2010 .,negative,17,negative,0.9454774856567383,0.008702904917299747,0.9454774856567383,0.04581964388489723,-0.9367745807394385
"Furthermore , our fully electrically driven cranes are environmentally friendly .",positive,11,neutral,0.5128711462020874,0.47941815853118896,0.007710665930062532,0.5128711462020874,0.47170749260112643
Finnish-Swedish TietoEnator is expanding its business quickly in Russia .,positive,10,positive,0.8686211705207825,0.8686211705207825,0.007765498012304306,0.12361341714859009,0.8608556725084782
It is estimated that the consolidated turnover of Kausta Guder will reach Lt 53mn US$ 22.53 mn EUR 15.35 mn in 2007 .,neutral,23,neutral,0.6380648612976074,0.3468433916568756,0.01509171538054943,0.6380648612976074,0.3317516762763262
Added more $BBBY @jimcramer is wrong about this one. Still a very profitable merchant with profitable stores,positive,17,neutral,0.4929655194282532,0.4829123616218567,0.024122104048728943,0.4929655194282532,0.45879025757312775
"Rinkuskiai 's beer sales fell by 6.5 per cent to 4.16 million litres , while Kauno Alus ' beer sales jumped by 6.9 per cent to 2.48 million litres .",neutral,30,negative,0.9743436574935913,0.009465405717492104,0.9743436574935913,0.016190961003303528,-0.9648782517760992
"INTERNET BUSINESS NEWS - -® 1995-2006 M2 COMMUNICATIONS LTD As part of a drive to protect users of its Internet banking service , Barclays Bank has announced that it is to recommend F-Secure Internet Security to its customers .",neutral,39,neutral,0.8178079128265381,0.17304885387420654,0.009143225848674774,0.8178079128265381,0.16390562802553177
Halonen 's office acknowledged receiving the letter but declined comment .,neutral,11,neutral,0.8079857230186462,0.03127017989754677,0.16074413061141968,0.8079857230186462,-0.1294739507138729
"Boomeranger Boats Oy specialises in boat building and designs , manufactures and sells customised Rigid Inflatable Boats RIB primarily for the Baltic Sea market .",neutral,25,neutral,0.9379912614822388,0.0472530871629715,0.01475566066801548,0.9379912614822388,0.03249742649495602
The fair value of the company 's investment properties grew to EUR 2.803 billion at the end of March 2009 from EUR 2.691 million a year ago .,positive,28,positive,0.9456790089607239,0.9456790089607239,0.025488819926977158,0.028832105919718742,0.9201901890337467
"`` We reached agreement with the union that flights will continue as normal , '' Finnair spokesman Usko Maatta said .",positive,21,positive,0.9312098026275635,0.9312098026275635,0.020193221047520638,0.04859699308872223,0.9110165815800428
$OSUR up 33% since 6/25 buy signal. resistance 5.33 - expect 1. pullback 2nd half of day or 2. break abov 5.33 & continue rally for 4-5 days,positive,28,positive,0.9215149879455566,0.9215149879455566,0.03346198424696922,0.04502293840050697,0.8880530036985874
"The company had net sales of EUR 10.8 million in 2008 , and today has approximately 120 employees in Finland , Estonia and Poland .",neutral,25,neutral,0.9419115781784058,0.04118536412715912,0.016903093084692955,0.9419115781784058,0.024282271042466164
"The broker highlights Cargotec as its preferred stock in the sector , as it is a pure play on global cargo and container handling , and it expects it to play an active role in further consolidating the industry .",positive,40,positive,0.7999128699302673,0.7999128699302673,0.006319610867649317,0.1937675029039383,0.793593259062618
The combined capital of these funds is expected to be EUR 100mn-150mn .,neutral,13,neutral,0.9118462800979614,0.07866744697093964,0.009486263617873192,0.9118462800979614,0.06918118335306644
"The total headcount reduction will be 50 persons , the company said .",negative,13,negative,0.9378759264945984,0.010508259758353233,0.9378759264945984,0.05161581188440323,-0.9273676667362452
The aim is to develop open-source application solutions .,neutral,9,neutral,0.8046587109565735,0.1885741949081421,0.006767109967768192,0.8046587109565735,0.1818070849403739
The net sales of the whole fiscal year 2008 will be lower than in 2007 and operating profit is estimated to be negative .,negative,24,negative,0.9726865291595459,0.006989843677729368,0.9726865291595459,0.02032354660332203,-0.9656966854818165
"The contract consists of a new building with an area of 18,000 sq m and renovation of the existing buildings .",neutral,21,neutral,0.8054488301277161,0.18530042469501495,0.009250716306269169,0.8054488301277161,0.17604970838874578
Retailers Kingfisher and Sports Direct rise in Britain's share index,positive,10,positive,0.6828837990760803,0.6828837990760803,0.24745111167430878,0.06966514885425568,0.43543268740177155
Persimmon share price climbs on 23% rise in full-year revenue,positive,10,positive,0.9398166537284851,0.9398166537284851,0.030412055552005768,0.029771296307444572,0.9094045981764793
"To check them out or to make a bid they will be in the Deka Showroom , Fortitude Valley .",neutral,20,neutral,0.9491190910339355,0.027536362409591675,0.023344505578279495,0.9491190910339355,0.0041918568313121796
"The new facility , to be known as Technopolis Pulkovo , will introduce to the Russian market an entirely new concept of creating , operating and growing a commercially-funded science and technology park to support the growth of knowledge-intensive companies .",neutral,41,positive,0.507072389125824,0.507072389125824,0.007398899644613266,0.4855286478996277,0.4996734894812107
Tesco's Sales Pickup Isn't Enough,negative,5,negative,0.7594856023788452,0.054484132677316666,0.7594856023788452,0.18603025376796722,-0.7050014697015285
$TRIP maintains Neutral rating at JP Morgan- PT cut $61 from $66,neutral,12,positive,0.7689313292503357,0.7689313292503357,0.1993810534477234,0.03168763965368271,0.5695502758026123
"The poorest index figure was given to Finnish power company Fortum , 4.5 .",negative,14,negative,0.8690219521522522,0.023566193878650665,0.8690219521522522,0.10741183161735535,-0.8454557582736015
The extracted filtrates are very high in clarity while the dried filter cakes meet required transport moisture limits (TMLs)for their ore grades .,neutral,23,neutral,0.8598949313163757,0.1267947554588318,0.013310293667018414,0.8598949313163757,0.11348446179181337
"` This order is included in Wartsila 's order book in the second quarter , ' the company added .",neutral,20,neutral,0.9352940320968628,0.047435518354177475,0.017270471900701523,0.9352940320968628,0.030165046453475952
The company also said that the deployment of the Danish 4G network continues and it expects to cover 75 % of the Danish population in 2011 .,neutral,27,positive,0.8644638061523438,0.8644638061523438,0.006059275008738041,0.12947699427604675,0.8584045311436057
"The disposal of Autotank will also strengthen Aspo 's capital structure , '' commented Gustav Nyberg , CEO of Aspo .",positive,21,positive,0.9466545581817627,0.9466545581817627,0.016405964270234108,0.03693951293826103,0.9302485939115286
"Micron Technology Inc #NASDAQ: $MU down 2.3% today and down 8.9% since being put on ""The Short"" https://t.co/EQQLTfUiOU",negative,18,negative,0.9732024669647217,0.007800891995429993,0.9732024669647217,0.018996642902493477,-0.9654015749692917
Finnish laboratory liquid handling and diagnostic test systems developer Biohit Oyj OMX Helsinki : BIOBV issued on Tuesday 3 June a profit warning for the financial year 2008 .,neutral,29,negative,0.9658401012420654,0.01741882786154747,0.9658401012420654,0.01674106903374195,-0.948421273380518
"`` I 'm pleased to receive the Nomination Committee 's request and confidence , '' says Jon Risfelt .",positive,19,positive,0.9289640784263611,0.9289640784263611,0.01790483295917511,0.05313101038336754,0.911059245467186
"$AAPL Stock Climbs as Barron's Sees 40% Upside, Jim Cramer's Take  https://t.co/lKlD9mVKBQ",positive,12,positive,0.892713189125061,0.892713189125061,0.05632239580154419,0.050964366644620895,0.8363907933235168
"The company also said on November 16 , 2006 its Real Estate Fund I Ky signed an agreement with Finnish window maker Fenestra Oy to build a window plant in Forssa , southern Finland .",positive,35,positive,0.9024690985679626,0.9024690985679626,0.009746399708092213,0.08778455853462219,0.8927226988598704
"In the third quarter , net sales increased by 12 % year-on-year to EUR 159.5 million , or by 6 % at comparable currency rates growth .",positive,27,positive,0.9567172527313232,0.9567172527313232,0.016980355605483055,0.026302311569452286,0.9397368971258402
ITV to pursue takeover of Canada's Entertainment One: Bloomberg,positive,9,neutral,0.9252389073371887,0.05997220426797867,0.014788864180445671,0.9252389073371887,0.045183340087533
"Cramo is a service company specialising in construction machinery and equipment rental and rental-related services , as well as the rental and sale of modular space .",neutral,27,neutral,0.9383785724639893,0.048371728509664536,0.013249712996184826,0.9383785724639893,0.03512201551347971
"Depending on the market situation , such projects are sold after 1 to 3 years after completion .",neutral,18,neutral,0.9330222606658936,0.01673233136534691,0.050245411694049835,0.9330222606658936,-0.03351308032870293
AstraZeneca weighing up Acerta bid to secure blood cancer drug,positive,10,positive,0.7368798851966858,0.7368798851966858,0.02234197035431862,0.24077817797660828,0.7145379148423672
$HRL ready to pop! http://stks.co/s0Ny4,positive,5,neutral,0.9185413122177124,0.06453155726194382,0.016927102580666542,0.9185413122177124,0.047604454681277275
News FeedFTSE 100 movers: LSE surges as ICE says mulling offer; Ashtead and Barclays tank,positive,15,positive,0.5770969986915588,0.5770969986915588,0.046860046684741974,0.3760429620742798,0.5302369520068169
Elcoteq SE is Europe 's largest contract electronics maker and has set up a unit in Bangalore in association with Avista Advisory of Mumbai .,neutral,25,neutral,0.745734691619873,0.2466859072446823,0.007579382508993149,0.745734691619873,0.23910652473568916
"Sales VAT inclusive expanded by 19 percent , to 351 million euros .",positive,13,positive,0.9582602977752686,0.9582602977752686,0.014367235824465752,0.027372362092137337,0.9438930619508028
Operating profit increased by 145.1 % to EUR 8.3 mn from EUR 3.4 mn .,positive,15,positive,0.9523863792419434,0.9523863792419434,0.0234939344227314,0.02411974035203457,0.928892444819212
"ALEXANDRIA , Va. , Dec. 19 -- United States Patent no. 7,853,620 , issued on Dec. 14 , was assigned to Nokia Corp. ( Espoo , Finland ) .",neutral,29,neutral,0.9401169419288635,0.04446351155638695,0.01541952509433031,0.9401169419288635,0.029043986462056637
Country : ; Germany Sector : Construction-Real Estate ; Machinery-Engineering Target : Caverion GmbH Buyer : YIT Oyj Deal size in USD : 90.3 m Type : Corporate acquisition Status : Agreed,neutral,32,neutral,0.9041731953620911,0.08535615354776382,0.010470672510564327,0.9041731953620911,0.0748854810371995
$AMRN It's accumulating. I think buy now or hold your peace. This should go up today/tomorrow.,positive,16,neutral,0.6176212430000305,0.35047751665115356,0.03190126642584801,0.6176212430000305,0.31857625022530556
Operating profit rose to EUR 3.11 mn from EUR 1.22 mn in the corresponding period in 2009 .,positive,18,positive,0.9514827728271484,0.9514827728271484,0.026798512786626816,0.021718772128224373,0.9246842600405216
Last year SysOpen Digia invested in IBM product know-how in the building of portal and trading place systems and successfully implemented customer solutions supported by it .,positive,27,positive,0.8505069613456726,0.8505069613456726,0.0062914052978158,0.14320158958435059,0.8442155560478568
"( ADP News ) - Feb 4 , 2009 - Finnish broadband data communication systems and solutions company Teleste Oyj ( HEL : TLT1V ) said today its net profit decreased to EUR 5.5 million ( USD 7.2 m ) for 2008 from EUR 9.4 million for 200",neutral,48,negative,0.9752647280693054,0.007687972392886877,0.9752647280693054,0.017047306522727013,-0.9675767556764185
An earn-out payment of up to 4.0 mln euro ( $ 5.3 mln ) can also be paid depending on Intellibis financial performance in 2007 .,neutral,26,neutral,0.921468198299408,0.06410106271505356,0.014430677518248558,0.921468198299408,0.049670385196805
"The currency effect had a 3.0 pct , or 20 mln euro ( $ 31.3 mln ) , negative impact on the revenue .",negative,24,negative,0.9719398617744446,0.008036092855036259,0.9719398617744446,0.02002396434545517,-0.9639037689194083
"Only L+ñnnen Tehtaat showed a loss , but it has only recently started streamlining measures .",neutral,16,neutral,0.703830897808075,0.24826066195964813,0.04790842533111572,0.703830897808075,0.2003522366285324
18:30 Dinner The conference program can also be viewed as a live audio webcast through the internet pages at www.citycon.com .,neutral,21,neutral,0.9512389302253723,0.029643340036273003,0.019117748364806175,0.9512389302253723,0.010525591671466827
Operating profit margin increased from 11.2 % to 11.7 % .,positive,11,positive,0.9582113027572632,0.9582113027572632,0.017745012417435646,0.024043627083301544,0.9404662903398275
"Operating profit totalled EUR 1.22 mn , down from EUR 3.56 mn in the first quarter of 2008 .",negative,19,negative,0.9768462777137756,0.00900459848344326,0.9768462777137756,0.01414917316287756,-0.9678416792303324
"Founded in 1985 , Quatrocon 's clientele consists of public sector builders , central trading companies and major construction firms .",neutral,21,neutral,0.9477802515029907,0.03701722249388695,0.015202486887574196,0.9477802515029907,0.021814735606312752
"$RUSS Don't catch falling knives, but I think an entry is coming soon on this",positive,15,neutral,0.8773075938224792,0.0941535010933876,0.02853892184793949,0.8773075938224792,0.06561457924544811
"The company 's profit before taxes fell to EUR 21.1 mn in the third quarter of 2008 , compared to EUR 35.8 mn in the corresponding period in 2007 .",neutral,30,negative,0.9764232039451599,0.00706208823248744,0.9764232039451599,0.016514653339982033,-0.9693611157126725
